Phase,Week,Week_num,WeekStartDate,WeekEndDate,Stratum,NumOfSites,NumOfTows,RawCatch,TotalRawSampleVolume,AdjCatch,TotalEffSampleVolume,StratumVolume,nHat,nVar,nSE,lowCI,uppCI,SpatialCoverage
18_3,Week.2,2,2018-07-09,2018-07-13,Lower San Joaquin,4,24,0,88453.80595,0,63883.3043,122096565,0,NA,NA,NA,NA,
18_3,Week.2,2,2018-07-09,2018-07-13,Total,26,147,2,547250.1815,2,395236.2422,NA,4241.878947,14797337.58,3846.730765,688,14343,Full
18_3,Week.3,3,2018-07-16,2018-07-19,Suisun Bay,4,22,2,105211.5838,2,75986.14383,285840678,7523.341578,28312673.2,5320.965438,1763,21401,
18_3,Week.3,3,2018-07-16,2018-07-19,Suisun Marsh,4,24,0,101726.3251,0,73469.01256,76278718,0,NA,NA,NA,NA,
18_3,Week.3,3,2018-07-16,2018-07-19,Lower Sacramento,5,30,0,109484.1799,0,79071.90768,88162170,0,NA,NA,NA,NA,
18_3,Week.3,3,2018-07-16,2018-07-19,Cache Slough LI,4,24,0,74325.60837,0,53679.60604,33420492,0,NA,NA,NA,NA,
18_3,Week.3,3,2018-07-16,2018-07-19,Sac DW Ship Channel,5,26,2,79787.50047,2,57624.3059,30411491,1055.623648,557603.9092,746.7288056,247,3003,
18_3,Week.3,3,2018-07-16,2018-07-19,Lower San Joaquin,6,36,0,131779.9416,0,95174.40223,122096565,0,NA,NA,NA,NA,
18_3,Week.3,3,2018-07-16,2018-07-19,Total,28,162,4,602315.1391,4,435005.3782,NA,8578.965226,28870277.11,5373.106839,2355,22451,Full
18_3,Week.4,4,2018-07-23,2018-07-26,Suisun Bay,5,20,0,99853.07941,0,72116.11291,285840678,0,NA,NA,NA,NA,
18_3,Week.4,4,2018-07-23,2018-07-26,Suisun Marsh,5,20,0,78806.86708,0,56916.07067,76278718,0,NA,NA,NA,NA,
18_3,Week.4,4,2018-07-23,2018-07-26,Lower Sacramento,6,24,0,84184.84931,0,60800.16895,88162170,0,NA,NA,NA,NA,
18_3,Week.4,4,2018-07-23,2018-07-26,Cache Slough LI,4,16,0,48689.62738,0,35164.73088,33420492,0,NA,NA,NA,NA,
18_3,Week.4,4,2018-07-23,2018-07-26,Sac DW Ship Channel,6,20,6,65517.43118,6,47318.14474,30411491,4248.073647,6254490.701,2500.897979,1257,10664,
18_3,Week.4,4,2018-07-23,2018-07-26,Lower San Joaquin,6,24,0,84554.52451,0,61067.15659,122096565,0,NA,NA,NA,NA,
18_3,Week.4,4,2018-07-23,2018-07-26,Total,32,124,6,461606.3789,6,333382.3847,NA,4248.073647,6254490.701,2500.897979,1257,10664,Full
18_3,Week.5,5,2018-07-30,2018-08-02,Suisun Bay,5,20,0,85912.9208,0,62048.22058,285840678,0,NA,NA,NA,NA,
18_3,Week.5,5,2018-07-30,2018-08-02,Suisun Marsh,6,24,0,98555.00387,0,71178.6139,76278718,0,NA,NA,NA,NA,
18_3,Week.5,5,2018-07-30,2018-08-02,Lower Sacramento,5,20,0,72781.869,0,52564.68316,88162170,0,NA,NA,NA,NA,
18_3,Week.5,5,2018-07-30,2018-08-02,Cache Slough LI,6,21,0,63650.52088,0,45969.82063,33420492,0,NA,NA,NA,NA,
18_3,Week.5,5,2018-07-30,2018-08-02,Sac DW Ship Channel,3,8,4,26021.15761,4,18793.05827,30411491,7756.130358,24504906.78,4950.243104,2079,20560,
18_3,Week.5,5,2018-07-30,2018-08-02,Lower San Joaquin,6,24,0,86840.98416,0,62718.48856,122096565,0,NA,NA,NA,NA,
18_3,Week.5,5,2018-07-30,2018-08-02,Total,31,117,4,433762.4563,4,313272.8851,NA,7756.130358,24504906.78,4950.243104,2079,20560,Full
18_3,Week.6,6,2018-08-06,2018-08-10,Suisun Bay,6,24,0,89225.50714,0,64440.64405,285840678,0,NA,NA,NA,NA,
18_3,Week.6,6,2018-08-06,2018-08-10,Suisun Marsh,6,24,0,97237.04607,0,70226.75549,76278718,0,NA,NA,NA,NA,
18_3,Week.6,6,2018-08-06,2018-08-10,Lower Sacramento,4,16,0,59014.58494,0,42621.64468,88162170,0,NA,NA,NA,NA,
18_3,Week.6,6,2018-08-06,2018-08-10,Cache Slough LI,6,24,0,90458.54411,0,65331.17075,33420492,0,NA,NA,NA,NA,
18_3,Week.6,6,2018-08-06,2018-08-10,Sac DW Ship Channel,5,19,2,63608.73444,2,45939.64154,30411491,3084.987294,12255067.7,3500.723883,343,12131,
18_3,Week.6,6,2018-08-06,2018-08-10,Lower San Joaquin,6,24,0,76838.52356,0,55494.48924,122096565,0,NA,NA,NA,NA,
18_3,Week.6,6,2018-08-06,2018-08-10,Total,33,131,2,476382.9403,2,344054.3457,NA,3084.987294,12255067.7,3500.723883,343,12131,Full
18_3,Week.7,7,2018-08-13,2018-08-16,Suisun Bay,5,18,0,69491.86082,0,50188.56614,285840678,0,NA,NA,NA,NA,
18_3,Week.7,7,2018-08-13,2018-08-16,Suisun Marsh,6,24,2,83814.16315,2,60532.45117,76278718,2520.401646,3177943.425,1782.678722,591,7170,
18_3,Week.7,7,2018-08-13,2018-08-16,Lower Sacramento,6,22,1,94070.03829,1,67939.4721,88162170,1300.414834,1748493.628,1322.306178,175,4755,
18_3,Week.7,7,2018-08-13,2018-08-16,Cache Slough LI,5,20,0,63349.25412,0,45752.23909,33420492,0,NA,NA,NA,NA,
18_3,Week.7,7,2018-08-13,2018-08-16,Sac DW Ship Channel,6,22,5,75226.37574,5,54330.16026,30411491,4808.81132,51079205.6,7146.971778,323,22283,
18_3,Week.7,7,2018-08-13,2018-08-16,Lower San Joaquin,5,20,0,66756.98324,0,48213.37679,122096565,0,NA,NA,NA,NA,
18_3,Week.7,7,2018-08-13,2018-08-16,Total,33,126,8,452708.6754,8,326956.2655,NA,8629.6278,56005642.65,7483.691779,1502,28291,Full
18_3,Week.8,8,2018-08-20,2018-08-24,Suisun Bay,6,24,0,98860.65146,0,71399.35938,285840678,0,NA,NA,NA,NA,
18_3,Week.8,8,2018-08-20,2018-08-24,Suisun Marsh,6,20,3,78042.57961,3,56364.08527,76278718,5409.441184,18628935.77,4316.125087,1068,16735,
18_3,Week.8,8,2018-08-20,2018-08-24,Lower Sacramento,6,20,5,91467.48445,5,66059.84988,88162170,10312.33185,56855619.15,7540.266517,2308,30020,
18_3,Week.8,8,2018-08-20,2018-08-24,Cache Slough LI,6,21,0,70008.79952,0,50561.91076,33420492,0,NA,NA,NA,NA,
18_3,Week.8,8,2018-08-20,2018-08-24,Sac DW Ship Channel,7,24,3,83683.74902,3,60438.26318,30411491,2770.239923,5426287.242,2329.439255,506,8889,
18_3,Week.8,8,2018-08-20,2018-08-24,Lower San Joaquin,6,24,0,89836.68999,0,64882.05388,122096565,0,NA,NA,NA,NA,
18_3,Week.8,8,2018-08-20,2018-08-24,Total,37,133,11,511899.954,11,369705.5224,NA,18492.01296,80910842.16,8995.045423,6739,41033,Full
18_3,Week.9,9,2018-08-27,2018-08-30,Suisun Bay,6,24,0,121680.7656,0,87880.55291,285840678,0,NA,NA,NA,NA,
18_3,Week.9,9,2018-08-27,2018-08-30,Suisun Marsh,6,24,0,110275.4263,0,79643.36346,76278718,0,NA,NA,NA,NA,
18_3,Week.9,9,2018-08-27,2018-08-30,Lower Sacramento,6,24,0,98816.84309,0,71367.72001,88162170,0,NA,NA,NA,NA,
18_3,Week.9,9,2018-08-27,2018-08-30,Cache Slough LI,6,21,0,67483.75278,0,48738.2659,33420492,0,NA,NA,NA,NA,
18_3,Week.9,9,2018-08-27,2018-08-30,Sac DW Ship Channel,6,24,7,88693.06702,7,64056.10396,30411491,10722.25417,90428730.97,9509.40224,1802,35702,
18_3,Week.9,9,2018-08-27,2018-08-30,Lower San Joaquin,6,24,0,95008.54826,0,68617.28485,122096565,0,NA,NA,NA,NA,
18_3,Week.9,9,2018-08-27,2018-08-30,Total,36,141,7,581958.403,7,420303.2911,NA,10722.25417,90428730.97,9509.40224,1802,35702,Full
18_3,Week.10,10,2018-09-04,2018-09-07,Suisun Bay,5,20,0,92665.13774,0,66924.8217,285840678,0,NA,NA,NA,NA,
18_3,Week.10,10,2018-09-04,2018-09-07,Suisun Marsh,6,21,2,85490.00159,2,61742.77893,76278718,2471.004762,3054164.8,1747.616892,579,7029,
18_3,Week.10,10,2018-09-04,2018-09-07,Lower Sacramento,6,24,0,107201.4271,0,77423.2529,88162170,0,NA,NA,NA,NA,
18_3,Week.10,10,2018-09-04,2018-09-07,Cache Slough LI,6,24,0,85559.75799,0,61793.15855,33420492,0,NA,NA,NA,NA,
18_3,Week.10,10,2018-09-04,2018-09-07,Sac DW Ship Channel,6,24,0,94145.86046,0,67994.23256,30411491,0,NA,NA,NA,NA,
18_3,Week.10,10,2018-09-04,2018-09-07,Lower San Joaquin,6,24,0,94915.53973,0,68550.11203,122096565,0,NA,NA,NA,NA,
18_3,Week.10,10,2018-09-04,2018-09-07,Total,35,137,2,559977.7246,2,404428.3567,NA,2471.004762,3054164.8,1747.616892,579,7029,Full
18_3,Week.11,11,2018-09-10,2018-09-13,Suisun Bay,7,25,0,116283.912,0,83982.82536,285840678,0,NA,NA,NA,NA,
18_3,Week.11,11,2018-09-10,2018-09-13,Suisun Marsh,5,20,0,72662.23846,0,52478.28333,76278718,0,NA,NA,NA,NA,
18_3,Week.11,11,2018-09-10,2018-09-13,Lower Sacramento,6,24,0,87391.28462,0,63115.92778,88162170,0,NA,NA,NA,NA,
18_3,Week.11,11,2018-09-10,2018-09-13,Cache Slough LI,6,24,0,76941.30472,0,55568.72008,33420492,0,NA,NA,NA,NA,
18_3,Week.11,11,2018-09-10,2018-09-13,Sac DW Ship Channel,7,25,24,63461.47093,24,45833.28456,30411491,18547.05217,228420066.4,15113.57226,3550,58227,
18_3,Week.11,11,2018-09-10,2018-09-13,Lower San Joaquin,6,24,0,98270.92347,0,70973.44473,122096565,0,NA,NA,NA,NA,
18_3,Week.11,11,2018-09-10,2018-09-13,Total,37,142,24,515011.1342,24,371952.4858,NA,18547.05217,228420066.4,15113.57226,3550,58227,Full
18_3,Week.12,12,2018-09-17,2018-09-20,Suisun Bay,7,28,0,83880.54967,0,60580.39699,285840678,0,NA,NA,NA,NA,
18_3,Week.12,12,2018-09-17,2018-09-20,Suisun Marsh,6,24,0,89114.30129,0,64360.32871,76278718,0,NA,NA,NA,NA,
18_3,Week.12,12,2018-09-17,2018-09-20,Lower Sacramento,6,22,13,86500.51454,13,62472.59383,88162170,32235.58103,950530426.2,30830.67346,4800,113063,
18_3,Week.12,12,2018-09-17,2018-09-20,Cache Slough LI,6,24,0,86998.35728,0,62832.14693,33420492,0,NA,NA,NA,NA,
18_3,Week.12,12,2018-09-17,2018-09-20,Sac DW Ship Channel,6,24,2,91929.4942,2,66393.52359,30411491,933.7359986,1469881.636,1212.386752,81,3997,
18_3,Week.12,12,2018-09-17,2018-09-20,Lower San Joaquin,6,24,0,90649.84064,0,65469.32935,122096565,0,NA,NA,NA,NA,
18_3,Week.12,12,2018-09-17,2018-09-20,Total,37,146,15,529073.0576,15,382108.3194,NA,33169.31703,952000307.8,30854.50223,5168,114142,Full
18_3,Week.13,13,2018-09-24,2018-09-27,Suisun Bay,6,24,0,126992.0243,0,91716.46199,285840678,0,NA,NA,NA,NA,
18_3,Week.13,13,2018-09-24,2018-09-27,Suisun Marsh,6,24,0,120020.0916,0,86681.17724,76278718,0,NA,NA,NA,NA,
18_3,Week.13,13,2018-09-24,2018-09-27,Lower Sacramento,7,27,3,104132.8196,3,75207.03641,88162170,3565.288014,27429478.65,5237.315978,245,16412,
18_3,Week.13,13,2018-09-24,2018-09-27,Cache Slough LI,6,24,0,84685.94961,0,61162.07472,33420492,0,NA,NA,NA,NA,
18_3,Week.13,13,2018-09-24,2018-09-27,Sac DW Ship Channel,7,22,12,86515.11732,12,62483.14029,30411491,7775.223673,70418768.85,8391.589173,944,29584,
18_3,Week.13,13,2018-09-24,2018-09-27,Lower San Joaquin,6,24,0,97694.67498,0,70557.26527,122096565,0,NA,NA,NA,NA,
18_3,Week.13,13,2018-09-24,2018-09-27,Total,38,145,15,620040.6774,15,447807.1559,NA,11340.51169,97848247.5,9891.827308,1957,37328,Full
18_3,Week.14,14,2018-10-01,2018-10-04,Suisun Bay,6,24,0,101480.0547,0,73291.1506,285840678,0,NA,NA,NA,NA,
18_3,Week.14,14,2018-10-01,2018-10-04,Suisun Marsh,6,24,0,90439.67282,0,65317.54148,76278718,0,NA,NA,NA,NA,
18_3,Week.14,14,2018-10-01,2018-10-04,Lower Sacramento,8,32,0,119468.1062,0,86282.52112,88162170,0,NA,NA,NA,NA,
18_3,Week.14,14,2018-10-01,2018-10-04,Cache Slough LI,7,27,0,108808.5201,0,78583.93118,33420492,0,NA,NA,NA,NA,
18_3,Week.14,14,2018-10-01,2018-10-04,Sac DW Ship Channel,7,26,4,102821.6016,4,74260.04559,30411491,2990.934115,16716114.39,4088.534504,236,13206,
18_3,Week.14,14,2018-10-01,2018-10-04,Lower San Joaquin,7,28,0,102678.0449,0,74156.3658,122096565,0,NA,NA,NA,NA,
18_3,Week.14,14,2018-10-01,2018-10-04,Total,41,161,4,625696.0003,4,451891.5558,NA,2990.934115,16716114.39,4088.534504,236,13206,Full
18_3,Week.15,15,2018-10-09,2018-10-12,Suisun Bay,6,24,0,120097.9357,0,86737.39797,285840678,0,NA,NA,NA,NA,
18_3,Week.15,15,2018-10-09,2018-10-12,Suisun Marsh,6,24,0,102187.7283,0,73802.24818,76278718,0,NA,NA,NA,NA,
18_3,Week.15,15,2018-10-09,2018-10-12,Lower Sacramento,7,26,4,106313.1282,4,76781.70374,88162170,6375.590506,80160534.73,8953.241577,478,28600,
18_3,Week.15,15,2018-10-09,2018-10-12,Cache Slough LI,6,24,0,104037.7892,0,75138.4033,33420492,0,NA,NA,NA,NA,
18_3,Week.15,15,2018-10-09,2018-10-12,Sac DW Ship Channel,7,26,3,100752.8358,3,72765.93698,30411491,1471.046171,1995754.083,1412.711606,218,5174,
18_3,Week.15,15,2018-10-09,2018-10-12,Lower San Joaquin,7,28,0,109421.5002,0,79026.63904,122096565,0,NA,NA,NA,NA,
18_3,Week.15,15,2018-10-09,2018-10-12,Total,39,152,7,642810.9174,7,464252.3292,NA,7846.636678,82156288.81,9064.010636,845,31212,Full
18_3,Week.16,16,2018-10-15,2018-10-18,Suisun Bay,6,24,0,94589.33591,0,68314.52038,285840678,0,NA,NA,NA,NA,
18_3,Week.16,16,2018-10-15,2018-10-18,Suisun Marsh,6,24,0,101247.1964,0,73122.97515,76278718,0,NA,NA,NA,NA,
18_3,Week.16,16,2018-10-15,2018-10-18,Lower Sacramento,6,24,0,97110.3388,0,70135.24469,88162170,0,NA,NA,NA,NA,
18_3,Week.16,16,2018-10-15,2018-10-18,Cache Slough LI,7,28,0,105738.9017,0,76366.98455,33420492,0,NA,NA,NA,NA,
18_3,Week.16,16,2018-10-15,2018-10-18,Sac DW Ship Channel,7,24,17,99069.92064,17,71550.49824,30411491,12655.27189,119944697.1,10951.92664,2210,41428,
18_3,Week.16,16,2018-10-15,2018-10-18,Lower San Joaquin,6,24,0,102030.3551,0,73688.58981,122096565,0,NA,NA,NA,NA,
18_3,Week.16,16,2018-10-15,2018-10-18,Total,38,148,17,599786.0485,17,433178.8128,NA,12655.27189,119944697.1,10951.92664,2210,41428,Full
18_3,Week.17,17,2018-10-22,2018-10-26,Suisun Bay,6,24,0,105929.8612,0,76504.89977,285840678,0,NA,NA,NA,NA,
18_3,Week.17,17,2018-10-22,2018-10-26,Suisun Marsh,5,20,0,82670.42785,0,59706.42011,76278718,0,NA,NA,NA,NA,
18_3,Week.17,17,2018-10-22,2018-10-26,Lower Sacramento,8,32,0,124619.1835,0,90002.74367,88162170,0,NA,NA,NA,NA,
18_3,Week.17,17,2018-10-22,2018-10-26,Cache Slough LI,6,24,0,92633.68558,0,66902.10625,33420492,0,NA,NA,NA,NA,
18_3,Week.17,17,2018-10-22,2018-10-26,Sac DW Ship Channel,6,24,0,102606.6036,0,74104.76928,30411491,0,NA,NA,NA,NA,
18_3,Week.17,17,2018-10-22,2018-10-26,Lower San Joaquin,7,28,0,111333.3422,0,80407.41379,122096565,0,NA,NA,NA,NA,
18_3,Week.17,17,2018-10-22,2018-10-26,Total,38,152,0,619793.104,0,447628.3529,NA,0,0,NA,NA,NA,Full
18_3,Week.18,18,2018-10-29,2018-11-01,Suisun Bay,6,24,0,113711.6871,0,82125.10732,285840678,0,NA,NA,NA,NA,
18_3,Week.18,18,2018-10-29,2018-11-01,Suisun Marsh,6,24,0,127833.1449,0,92323.93798,76278718,0,NA,NA,NA,NA,
18_3,Week.18,18,2018-10-29,2018-11-01,Lower Sacramento,6,23,2,95191.19544,2,68749.19671,88162170,2564.806656,3290703.91,1814.029743,601,7296,
18_3,Week.18,18,2018-10-29,2018-11-01,Cache Slough LI,6,23,0,88570.06661,0,63967.27033,33420492,0,NA,NA,NA,NA,
18_3,Week.18,18,2018-10-29,2018-11-01,Sac DW Ship Channel,7,24,6,89118.68213,6,64363.49265,30411491,3124.136342,5717150.236,2391.056301,656,9388,
18_3,Week.18,18,2018-10-29,2018-11-01,Lower San Joaquin,6,24,0,93568.1517,0,67576.99845,122096565,0,NA,NA,NA,NA,
18_3,Week.18,18,2018-10-29,2018-11-01,Total,37,142,8,607992.9278,8,439106.0034,NA,5688.942998,9007854.146,3001.308739,1905,13290,Full
18_3,Week.19,19,2018-11-05,2018-11-08,Suisun Bay,6,24,0,101457.3642,0,73274.76302,285840678,0,NA,NA,NA,NA,
18_3,Week.19,19,2018-11-05,2018-11-08,Suisun Marsh,6,20,2,83288.79976,2,60153.02205,76278718,2622.263113,8209753.904,2865.266812,312,10059,
18_3,Week.19,19,2018-11-05,2018-11-08,Lower Sacramento,7,28,0,117827.6514,0,85097.74824,88162170,0,NA,NA,NA,NA,
18_3,Week.19,19,2018-11-05,2018-11-08,Cache Slough LI,7,25,0,97934.16071,0,70730.22718,33420492,0,NA,NA,NA,NA,
18_3,Week.19,19,2018-11-05,2018-11-08,Sac DW Ship Channel,6,22,2,86462.2103,2,62444.92966,30411491,1767.84695,4171915.169,2042.526663,190,7033,
18_3,Week.19,19,2018-11-05,2018-11-08,Lower San Joaquin,6,21,0,90436.30294,0,65315.10768,122096565,0,NA,NA,NA,NA,
18_3,Week.19,19,2018-11-05,2018-11-08,Total,38,140,4,577406.4893,4,417015.7978,NA,4390.110063,12381669.07,3518.759593,861,13624,Full
18_3,Week.20,20,2018-11-12,2018-11-16,Suisun Bay,3,12,0,45699.87499,0,33005.46527,285840678,0,NA,NA,NA,NA,
18_3,Week.20,20,2018-11-12,2018-11-16,Suisun Marsh,3,12,0,48192.23395,0,34805.50229,76278718,0,NA,NA,NA,NA,
18_3,Week.20,20,2018-11-12,2018-11-16,Lower Sacramento,3,12,0,51312.40047,0,37058.95589,88162170,0,NA,NA,NA,NA,
18_3,Week.20,20,2018-11-12,2018-11-16,Cache Slough LI,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18_3,Week.20,20,2018-11-12,2018-11-16,Sac DW Ship Channel,3,12,0,47681.36102,0,34436.53851,30411491,0,NA,NA,NA,NA,
18_3,Week.20,20,2018-11-12,2018-11-16,Lower San Joaquin,6,24,0,95306.78212,0,68832.67598,122096565,0,NA,NA,NA,NA,
18_3,Week.20,20,2018-11-12,2018-11-16,Total,18,72,0,288192.6525,0,208139.138,NA,0,0,NA,NA,NA,Partial
18_3,Week.21,21,2018-11-19,2018-11-23,Suisun Bay,5,20,0,82429.59417,0,59532.48468,285840678,0,NA,NA,NA,NA,
18_3,Week.21,21,2018-11-19,2018-11-23,Suisun Marsh,4,16,0,70664.57704,0,51035.52786,76278718,0,NA,NA,NA,NA,
18_3,Week.21,21,2018-11-19,2018-11-23,Lower Sacramento,6,24,0,90998.06097,0,65720.82181,88162170,0,NA,NA,NA,NA,
18_3,Week.21,21,2018-11-19,2018-11-23,Cache Slough LI,6,24,0,91609.35615,0,66162.31278,33420492,0,NA,NA,NA,NA,
18_3,Week.21,21,2018-11-19,2018-11-23,Sac DW Ship Channel,6,23,1,84662.36049,1,61145.03813,30411491,1383.421673,3938629.936,1984.59818,100,6283,
18_3,Week.21,21,2018-11-19,2018-11-23,Lower San Joaquin,6,24,0,93869.86777,0,67794.9045,122096565,0,NA,NA,NA,NA,
18_3,Week.21,21,2018-11-19,2018-11-23,Total,33,131,1,514233.8166,1,371391.0898,NA,1383.421673,3938629.936,1984.59818,100,6283,Full
18_3,Week.22,22,2018-11-26,2018-11-30,Suisun Bay,5,20,0,76598.9255,0,55321.4462,285840678,0,NA,NA,NA,NA,
18_3,Week.22,22,2018-11-26,2018-11-30,Suisun Marsh,6,23,1,84356.37591,1,60924.04927,76278718,1252.802609,1572912.002,1254.157886,173,4533,
18_3,Week.22,22,2018-11-26,2018-11-30,Lower Sacramento,5,18,2,73004.95467,2,52725.80059,88162170,6252.692381,51066038.95,7146.050584,686,24701,
18_3,Week.22,22,2018-11-26,2018-11-30,Cache Slough LI,6,24,0,84412.87747,0,60964.85595,33420492,0,NA,NA,NA,NA,
18_3,Week.22,22,2018-11-26,2018-11-30,Sac DW Ship Channel,6,24,0,96821.54058,0,69926.66819,30411491,0,NA,NA,NA,NA,
18_3,Week.22,22,2018-11-26,2018-11-30,Lower San Joaquin,6,24,0,88175.11735,0,63682.0292,122096565,0,NA,NA,NA,NA,
18_3,Week.22,22,2018-11-26,2018-11-30,Total,34,133,3,503369.7915,3,363544.8494,NA,7505.49499,52638950.95,7255.270563,1098,26517,Full
19_1,Week.1,1,2018-12-03,2018-12-06,Western Delta,5,20,0,106862.0808,0,77178.16944,190166275,0,NA,NA,NA,NA,
19_1,Week.1,1,2018-12-03,2018-12-06,Suisun Bay,3,12,0,59489.7372,0,42964.8102,285840678,0,NA,NA,NA,NA,
19_1,Week.1,1,2018-12-03,2018-12-06,Suisun Marsh,3,12,0,55754.90563,0,40267.43184,76278718,0,NA,NA,NA,NA,
19_1,Week.1,1,2018-12-03,2018-12-06,Lower Sacramento,2,8,0,35419.39977,0,25580.67761,88162170,0,NA,NA,NA,NA,
19_1,Week.1,1,2018-12-03,2018-12-06,Cache Slough LI,3,11,0,39638.70692,0,28627.955,33420492,0,NA,NA,NA,NA,
19_1,Week.1,1,2018-12-03,2018-12-06,Sac DW Ship Channel,4,13,4,48766.46051,4,35220.22148,30411491,3854.040902,14954722.05,3867.13357,530,13966,
19_1,Week.1,1,2018-12-03,2018-12-06,Lower San Joaquin,3,12,0,46501.56806,0,33584.46582,122096565,0,NA,NA,NA,NA,
19_1,Week.1,1,2018-12-03,2018-12-06,Southern Delta,6,24,0,97322.97786,0,70288.81734,136731814,0,NA,NA,NA,NA,
19_1,Week.1,1,2018-12-03,2018-12-06,Total,29,112,4,489755.8367,4,353712.5487,NA,3854.040902,14954722.05,3867.13357,530,13966,Full
19_1,Week.2,2,2018-12-10,2018-12-13,Western Delta,4,16,0,81484.1198,0,58849.64208,190166275,0,NA,NA,NA,NA,
19_1,Week.2,2,2018-12-10,2018-12-13,Suisun Bay,6,24,0,92284.9036,0,66650.20816,285840678,0,NA,NA,NA,NA,
19_1,Week.2,2,2018-12-10,2018-12-13,Suisun Marsh,4,16,0,69069.61558,0,49883.61125,76278718,0,NA,NA,NA,NA,
19_1,Week.2,2,2018-12-10,2018-12-13,Lower Sacramento,8,31,1,121899.1334,1,88038.26302,88162170,1001.572152,1004016.634,1002.006304,138,3622,
19_1,Week.2,2,2018-12-10,2018-12-13,Cache Slough LI,3,12,0,46404.85267,0,33514.61582,33420492,0,NA,NA,NA,NA,
19_1,Week.2,2,2018-12-10,2018-12-13,Sac DW Ship Channel,3,10,1,37196.67142,1,26864.26269,30411491,1133.255106,1296379.463,1138.586608,155,4110,
19_1,Week.2,2,2018-12-10,2018-12-13,Lower San Joaquin,6,24,0,90241.18723,0,65174.19078,122096565,0,NA,NA,NA,NA,
19_1,Week.2,2,2018-12-10,2018-12-13,Southern Delta,6,24,0,88278.12318,0,63756.42229,136731814,0,NA,NA,NA,NA,
19_1,Week.2,2,2018-12-10,2018-12-13,Total,40,157,2,626858.6069,2,452731.2161,NA,2134.827259,2300396.097,1516.705672,497,6092,Full
19_1,Week.3,3,2018-12-17,2018-12-20,Western Delta,4,16,0,78332.0518,0,56573.14853,190166275,0,NA,NA,NA,NA,
19_1,Week.3,3,2018-12-17,2018-12-20,Suisun Bay,7,28,0,121734.3466,0,87919.2503,285840678,0,NA,NA,NA,NA,
19_1,Week.3,3,2018-12-17,2018-12-20,Suisun Marsh,3,12,0,47948.92903,0,34629.78208,76278718,0,NA,NA,NA,NA,
19_1,Week.3,3,2018-12-17,2018-12-20,Lower Sacramento,7,28,0,107867.9882,0,77904.65815,88162170,0,NA,NA,NA,NA,
19_1,Week.3,3,2018-12-17,2018-12-20,Cache Slough LI,3,12,0,44381.91719,0,32053.60686,33420492,0,NA,NA,NA,NA,
19_1,Week.3,3,2018-12-17,2018-12-20,Sac DW Ship Channel,3,11,1,43314.34104,1,31282.57964,30411491,1763.219298,6282339.612,2506.459577,129,7966,
19_1,Week.3,3,2018-12-17,2018-12-20,Lower San Joaquin,6,24,0,112110.9968,0,80969.05325,122096565,0,NA,NA,NA,NA,
19_1,Week.3,3,2018-12-17,2018-12-20,Southern Delta,6,24,0,97669.40093,0,70539.01178,136731814,0,NA,NA,NA,NA,
19_1,Week.3,3,2018-12-17,2018-12-20,Total,39,155,1,653359.9716,1,471871.0906,NA,1763.219298,6282339.612,2506.459577,129,7966,Full
19_1,Week.4,4,2018-12-26,2018-12-28,Western Delta,3,12,0,60562.03117,0,43739.24474,190166275,0,NA,NA,NA,NA,
19_1,Week.4,4,2018-12-26,2018-12-28,Suisun Bay,3,12,0,54725.40906,0,39523.90654,285840678,0,NA,NA,NA,NA,
19_1,Week.4,4,2018-12-26,2018-12-28,Suisun Marsh,6,20,2,88890.87864,2,64198.9679,76278718,2376.759115,2829129.014,1682.001491,556,6764,
19_1,Week.4,4,2018-12-26,2018-12-28,Lower Sacramento,3,12,0,47373.35452,0,34214.08937,88162170,0,NA,NA,NA,NA,
19_1,Week.4,4,2018-12-26,2018-12-28,Cache Slough LI,3,8,0,28617.30869,0,20668.05628,33420492,0,NA,NA,NA,NA,
19_1,Week.4,4,2018-12-26,2018-12-28,Sac DW Ship Channel,3,10,2,39590.63005,2,28593.23281,30411491,2128.040066,2272396.235,1507.446926,498,6060,
19_1,Week.4,4,2018-12-26,2018-12-28,Lower San Joaquin,6,24,0,95506.50334,0,68976.91908,122096565,0,NA,NA,NA,NA,
19_1,Week.4,4,2018-12-26,2018-12-28,Southern Delta,3,12,0,48257.60951,0,34852.71798,136731814,0,NA,NA,NA,NA,
19_1,Week.4,4,2018-12-26,2018-12-28,Total,30,110,4,463523.725,4,334767.1347,NA,4504.799182,5101525.249,2258.655629,1592,10188,Full
19_1,Week.5,5,2018-12-31,2019-01-04,Western Delta,4,16,0,62569.46523,0,45189.05822,190166275,0,NA,NA,NA,NA,
19_1,Week.5,5,2018-12-31,2019-01-04,Suisun Bay,4,16,0,61941.88233,0,44735.8039,285840678,0,NA,NA,NA,NA,
19_1,Week.5,5,2018-12-31,2019-01-04,Suisun Marsh,3,12,0,41192.78058,0,29750.34153,76278718,0,NA,NA,NA,NA,
19_1,Week.5,5,2018-12-31,2019-01-04,Lower Sacramento,7,28,0,104566.1855,0,75520.02283,88162170,0,NA,NA,NA,NA,
19_1,Week.5,5,2018-12-31,2019-01-04,Cache Slough LI,3,12,0,41802.27849,0,30190.53446,33420492,0,NA,NA,NA,NA,
